Name,Avaliable_Online_order,Avaliable_Book_table,Rate out of 5,Votes of popularity,Phone,Location,Rest_type,Approx_cost(for two people),Approx_cost(for one people)
Caraway Kitchen - Conrad Bengaluru,False,True,4.3,147,"+918884358678,+918884463288",Ulsoor,Fine Dining,2800,1400.0
Jamavar - The Leela Palace,False,True,4.2,519,"08030571234,08030571348",Old Airport Road,Fine Dining,4000,2000.0
CloudNYN - Sterling Mac Hotel,False,False,4.1,403,+917899911484,Old Airport Road,Bar,1000,500.0
Limelight - Royal Orchid Hotel,False,True,4.0,421,"+919902954007,+919902000118",Old Airport Road,Fine Dining,2200,1100.0
Tiamo - Conrad Bengaluru,False,True,4.2,139,"+918884463280,+918884421959",Ulsoor,Fine Dining,2500,1250.0
Bangalore Pub Exchange,False,True,4.1,207,"+919902526032,+919113636391",MG Road,"Pub, Casual Dining",1000,500.0
Zen - The Leela Palace,False,True,4.1,245,"08030571234,08030571520",Old Airport Road,Fine Dining,3500,1750.0
Tiger Trail - Royal Orchid Hotel,False,True,4.1,303,"+917899127879,+919986694971",Old Airport Road,Fine Dining,2000,1000.0
XU,False,True,4.0,427,"+919513344440,+919513344441",Old Airport Road,"Club, Casual Dining",2400,1200.0
Smaaash,False,True,4.2,536,"+919902526032,+919113636391",MG Road,"Casual Dining, Pub",1500,750.0
Le Cirque Signature - The Leela Palace,False,True,4.3,126,"08030571234,08030571540",Old Airport Road,Fine Dining,6000,3000.0
Slo' Food Co.2,False,False,3.7,41,08049652441,Ulsoor,Casual Dining,2000,1000.0
Ice - Taj MG Road Bengaluru,False,True,4.1,609,"08066604333,08066604444",MG Road,Club,2800,1400.0
Fort Kochi,False,True,4.1,334,"08022086666,+919743488882",MG Road,"Casual Dining, Bar",1800,900.0
Odia Dine,False,False,3.8,47,+919901960628,Old Airport Road,Casual Dining,400,200.0
New Udupi Garden,False,False,3.6,14,+919986673753,Old Airport Road,Quick Bites,300,150.0
Polo Club - The Oberoi,False,False,4.1,115,08025585858,MG Road,Fine Dining,3000,1500.0
Library Bar - The Leela Palace,False,False,3.9,108,"08030571234,08030571345",Old Airport Road,Lounge,3000,1500.0
The Punjabi Bites,False,False,3.9,82,+919740284849,Old Airport Road,Quick Bites,150,75.0
Mighty Small,False,False,4.1,258,"+917899644468,08025066900",MG Road,"Casual Dining, Bar",1200,600.0
Kolkata Famous Kati Rolls,False,False,3.4,8,"+917026661865,+919739287851",Old Airport Road,Kiosk,150,75.0
WAT Bar - Sterlings MAC Hotel,False,False,3.8,46,+918042494949,Old Airport Road,Lounge,1800,900.0
Liquid Lounge - Hyatt Centric MG Road,False,True,4.0,91,"08040187200,+917767042422",Ulsoor,Lounge,2400,1200.0
The Spice Box,False,False,3.6,30,"08049074309,+919611887943",Old Airport Road,Casual Dining,800,400.0
Barista,False,False,3.5,12,+918105318580,CV Raman Nagar,Cafe,300,150.0
7 Hills Andhra Mess,False,False,3.4,8,"+919535509389,+919880472741",CV Raman Nagar,Mess,300,150.0
J's Pastas and Pizzas,False,False,4.0,142,"+919945280141,+919740009280",Old Airport Road,Unknown,300,150.0
Drunken Monkey,True,False,3.1,14,"+918618706627,+919986488085",CV Raman Nagar,"Beverage Shop, Quick Bites",400,200.0
Food Of Punjab,False,False,3.7,19,+919986153106,Ulsoor,Quick Bites,200,100.0
RJ Food Plaza,False,False,3.1,6,"+918867295688,+917338332231",Old Airport Road,Quick Bites,200,100.0
Daily Bread,False,False,3.0,5,08064546663,Old Airport Road,"Bakery, Quick Bites",600,300.0
S R Kabab Corner,False,False,3.4,6,+919035793854,Old Madras Road,Quick Bites,250,125.0
Kolkatta Famous Kati Rolls,False,False,3.2,15,+918147511301,Old Airport Road,Quick Bites,200,100.0
M.M.A Kababs Rolls & Biryani Center,True,False,2.7,67,+919901251691,Old Madras Road,Quick Bites,300,150.0
Jeff's - Royal Orchid Hotel,False,False,3.9,73,+917980375965,Old Airport Road,Bar,1800,900.0
Goofy's,False,False,3.2,8,08025200502,Indiranagar,Pub,1000,500.0
Sea Lions BBQ & Grills,False,True,4.6,538,08045128689,Jayanagar,Casual Dining,1100,550.0
Subz,True,True,4.2,2025,08049652607,Jayanagar,Casual Dining,1000,500.0
1947,False,True,4.1,2309,"08041261947,+919739989453",Jayanagar,Casual Dining,950,475.0
Cable Car,True,True,4.3,1247,08045128610,Jayanagar,Casual Dining,1000,500.0
Chutney Chang,True,True,4.1,2342,"08022443007,+919901967373",Jayanagar,Casual Dining,1500,750.0
Empire Restaurant,True,False,4.4,4892,08049653266,Jayanagar,Casual Dining,750,375.0
Samskruti - Sanman Gardenia,True,False,4.0,140,"08026570711,+919663684499",Jayanagar,Casual Dining,550,275.0
AB's - Absolute Barbecues,False,True,4.9,6404,04045659912,BTM,Casual Dining,1600,800.0
Deja Vu Resto Bar,True,True,4.4,2496,+919632499855,Bannerghatta Road,Pub,900,450.0
Barbeque Nation,False,True,4.7,3855,+918064806060,JP Nagar,Casual Dining,1600,800.0
Sattvam,False,False,4.3,357,"08026595000,+919483275526",JP Nagar,Casual Dining,1200,600.0
Village - The Soul of India,False,True,4.1,2461,"08043283012,+919663924344",JP Nagar,Casual Dining,1000,500.0
24th Main,False,True,4.1,1239,"+919900092563,+918722148555",JP Nagar,Casual Dining,800,400.0
Zaitoon,True,True,4.1,1547,"08041477977,08041488988",JP Nagar,Casual Dining,1000,500.0
Jalsa,True,True,4.1,783,"08042297555,+919743772233",Banashankari,Casual Dining,800,400.0
Oye Amritsar,True,True,3.8,763,"08049577007,+919945524705",JP Nagar,Casual Dining,600,300.0
Nouvelle Garden,False,False,3.7,203,"+919900022134,+919900022136",JP Nagar,Casual Dining,900,450.0
The Maori - Aurick Boutique Hotel,False,False,3.5,44,08049011000,JP Nagar,Casual Dining,1000,500.0
Tea Villa Cafe,False,True,4.2,656,08049653143,Jayanagar,"Cafe, Casual Dining",800,400.0
Cafe Cosy,False,True,4.1,113,08049653354,Jayanagar,Cafe,800,400.0
Dr. Sheesha,False,True,4.1,1445,08049653341,JP Nagar,Cafe,800,400.0
Go Native,True,True,4.3,1265,08049653539,Jayanagar,"Casual Dining, Cafe",800,400.0
Alchemy Coffee Roasters,False,False,4.2,713,+918762473937,Jayanagar,Cafe,500,250.0
Enerjuvate Studio & Cafe,False,True,4.2,738,"08041462929,+918598866594",Jayanagar,Cafe,800,400.0
Fabcafe,False,True,3.5,11,+918050403072,Jayanagar,Cafe,800,400.0
The Caramelts Cafe,False,False,4.1,226,08026544799,Jayanagar,Cafe,800,400.0
SlimSins Cafe,False,False,4.1,710,+919535582766,Jayanagar,Cafe,850,425.0
Cafe Ajfan,True,False,4.2,265,"+917022022107,+919606791771",Jayanagar,Cafe,700,350.0
Krazzy Folds,True,True,4.3,1907,08049652953,Jayanagar,Cafe,800,400.0
The Blue Wagon - Kitchen,True,False,4.6,233,"+918105485007,+918095904280",Jayanagar,Cafe,400,200.0
36th Cross Coffee Mane,False,False,3.6,19,08049653404,Jayanagar,Quick Bites,200,100.0
Grazers,True,True,3.9,295,08026650668,Jayanagar,Cafe,650,325.0
Java City,True,False,2.5,157,08041654693,Jayanagar,Cafe,450,225.0
Cafe Coffee Day,True,False,2.9,33,+918032486306,Jayanagar,Cafe,650,325.0
People Tree Cafe,False,False,3.7,167,+919886086452,Jayanagar,Cafe,400,200.0
Slate Cafe,True,False,4.1,53,+918040923832,JP Nagar,Cafe,600,300.0
Skyline Pizzeria,False,False,3.9,764,"+917795015404,+918197544572",JP Nagar,"Cafe, Bakery",600,300.0
Cafe Shuffle,True,True,4.2,152,+919742166777,Banashankari,Cafe,600,300.0
D View Cafe,True,False,4.0,510,+919538943596,JP Nagar,"Cafe, Quick Bites",1000,500.0
Onesta,True,True,4.4,4410,"+918904001150,+918904001151",JP Nagar,"Casual Dining, Cafe",600,300.0
Smoor,True,False,3.6,17,+919526593257,Bannerghatta Road,Dessert Parlor,900,450.0
Pancuzzi,True,False,4.2,170,+919742737794,JP Nagar,Cafe,600,300.0
TAB - Take A Break,False,False,4.1,522,"+919535133088,+919448157110",JP Nagar,Cafe,550,275.0
Kirthi's Biryani,True,False,3.8,145,"08026711554,+919741406338",Banashankari,Cafe,700,350.0
On The Nose,True,False,3.8,614,"08042008978,+919886625960",BTM,Cafe,600,300.0
"Malnad Blossom, Coffee & Cream",False,False,3.8,33,+919019536123,JP Nagar,Cafe,300,150.0
PHEW (Play Hard Eat Wild),True,True,3.9,488,+919365075799,BTM,Cafe,700,350.0
Fish Chain,True,False,4.1,52,08043334333,BTM,"Takeaway, Delivery",250,125.0
Swadista Aahar,True,False,4.1,786,"+919844006825,+919844615361",BTM,Quick Bites,300,150.0
Gogula's Sweets & Chats,True,False,4.0,203,+919649640353,BTM,"Sweet Shop, Quick Bites",200,100.0
Easy Bites,True,False,4.0,75,08043334321,BTM,"Takeaway, Delivery",300,150.0
Hiyar Majhe Kolkata,True,False,3.9,248,"+919108919806,+919739059571",BTM,Quick Bites,400,200.0
Empire Restaurant,True,False,3.8,100,08043334321,BTM,"Takeaway, Delivery",400,200.0
FreshMenu,True,False,3.8,630,08040424242,South Bangalore,Delivery,450,225.0
Al-Bek,True,False,3.9,175,08043334333,BTM,"Takeaway, Delivery",450,225.0
XO Belgian Waffle,True,False,4.5,557,+919900332623,BTM,Dessert Parlor,400,200.0
Chettayees,True,False,3.4,151,"+919847632951,+917259654051",BTM,Quick Bites,400,200.0
Five Star Chicken,True,False,3.4,130,+919035375611,Banashankari,Quick Bites,300,150.0
Sri Ganesh Juice Junction,True,False,4.1,212,+919591274301,Koramangala 8th Block,Beverage Shop,150,75.0
Leon Grill,True,False,4.3,164,08041201051,Koramangala 5th Block,Quick Bites,500,250.0
Maa'r Rannaghor,True,False,3.8,22,"+918073528871,+917908789299",JP Nagar,Quick Bites,400,200.0
CakeZone,True,False,4.1,16,08043334321,BTM,Bakery,200,100.0
Khatta Meetha Teekha,True,False,4.2,190,"+917259911898,08041113350",Koramangala 6th Block,Quick Bites,300,150.0
Sri Guru Kottureshwara Davangere Benne Dosa,True,False,4.1,562,"+919448305384,+919060079480",Basavanagudi,Quick Bites,150,75.0
Capsicum Family Restaurant,True,False,3.8,256,08049652678,BTM,Casual Dining,800,400.0
Abhiruchi Hotel,True,False,3.5,735,08049652141,BTM,Casual Dining,600,300.0
Kannur Food Point,True,False,3.7,215,+919895940323,BTM,Quick Bites,200,100.0
BOX8- Desi Meals,True,False,4.3,248,08033552698,JP Nagar,Delivery,500,250.0
Wok Paper Scissors,True,False,4.3,1588,007204653999,Koramangala 5th Block,Casual Dining,550,275.0
Sri Lakshmi Dhaba,True,False,2.9,258,"+918970548240,+919739369901",BTM,Quick Bites,250,125.0
Just Shawarma,True,False,4.0,412,+917676764422,Koramangala 5th Block,Quick Bites,300,150.0
Energy Addaa,True,False,4.2,67,08049652857,Basavanagudi,Quick Bites,500,250.0
Dev Sagar - Food Street,True,False,4.1,239,"+919886204745,016126624745",Basavanagudi,Quick Bites,200,100.0
Apna Punjab,True,False,3.7,476,+917411793215,BTM,Quick Bites,450,225.0
Beijing Bites,True,False,3.8,17,08043334321,BTM,"Takeaway, Delivery",400,200.0
Subway,True,False,3.7,219,08022067695,Koramangala 5th Block,"Quick Bites, Food Court",600,300.0
Kitchens@BTM,True,False,3.9,225,08043334321,BTM,"Takeaway, Delivery",400,200.0
Shanmukha,True,False,4.0,776,08049652639,Koramangala 5th Block,Casual Dining,800,400.0
Kalingas,True,False,3.9,181,08042038180,BTM,Quick Bites,250,125.0
Biryani Pot,True,False,3.8,1073,08049652177,BTM,Casual Dining,500,250.0
Muthashy's,True,False,4.2,466,"08042274488,+919844162560",BTM,Quick Bites,400,200.0
Bhukkhad Baba,True,False,3.6,132,+916361316696,JP Nagar,Quick Bites,250,125.0
House Of Kebabs,True,False,3.8,541,08049653042,Basavanagudi,Casual Dining,700,350.0
Madeena Hotel,True,False,3.9,89,0008043751751,Koramangala 5th Block,Quick Bites,400,200.0
Corner House Ice Cream,True,False,4.4,827,08026540925,Jayanagar,Dessert Parlor,400,200.0
Ilyazsab The House Of Chicken,True,False,4.0,118,+918546857860,BTM,Quick Bites,250,125.0
MRA,True,False,4.0,22,08043334333,BTM,"Takeaway, Delivery",200,100.0
A2B - Adyar Ananda Bhavan,True,False,4.2,38,08043334321,BTM,"Takeaway, Delivery",200,100.0
Smoke-A-Pot,True,False,3.5,93,08049652493,JP Nagar,"Takeaway, Delivery",600,300.0
Wamama,True,True,4.2,357,"+918042111599,+918971818009",Banashankari,Casual Dining,800,400.0
Namma Biriyani,True,False,3.7,15,08043758178,Koramangala 5th Block,Quick Bites,250,125.0
Delight Food,True,False,2.6,174,"+919739748123,+919538676894",BTM,Casual Dining,450,225.0
Al Diwan Biryanis And More,True,False,3.2,12,08045128807,Basavanagudi,"Takeaway, Delivery",300,150.0
Burger King,True,False,3.9,1045,"+919513300670,+919014994991",Koramangala 7th Block,Quick Bites,600,300.0
Kabab Magic,True,False,3.9,984,"08026760225,08041247366",Jayanagar,Quick Bites,500,250.0
99 Pancakes,True,False,4.5,339,08043729195,Koramangala 5th Block,"Dessert Parlor, Cafe",300,150.0
Dum Biryani Hub,True,False,3.9,65,08049653144,BTM,Quick Bites,700,350.0
Chicken Magic,True,False,3.7,211,+918095577245,BTM,Quick Bites,300,150.0
Chinese Kitchen,True,False,3.8,59,"+919845914270,+918884889088",Basavanagudi,Quick Bites,150,75.0
Vijayalakshmi,True,False,4.0,49,08049653547,Basavanagudi,Quick Bites,200,100.0
The Good Bowl,True,False,3.7,6,+918040927821,JP Nagar,"Takeaway, Delivery",500,250.0
Swad Punjab Da,True,False,4.0,130,+918360151853,BTM,Quick Bites,150,75.0
Smacznego,True,False,4.2,505,"+919945230807,+919743804471",Banashankari,Cafe,550,275.0
Lassi Corner,True,False,3.7,108,"+919972348689,+917204756477",Basavanagudi,Beverage Shop,150,75.0
The Biriyani Pedia,True,False,3.9,57,+919809202588,BTM,Quick Bites,300,150.0
SL Vadapav,True,False,4.0,80,+919900597313,Jayanagar,Quick Bites,100,50.0
Adithya,True,False,4.0,335,08049652760,JP Nagar,Quick Bites,300,150.0
Night Biryani,True,False,3.2,21,+918546822225,BTM,"Takeaway, Delivery",600,300.0
Bohra Bohra CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ©,True,False,3.5,49,"+919880101051,+919742661909",JP Nagar,Quick Bites,300,150.0
New Mahesh Friends Food Corner,True,False,3.2,50,"+919902419754,+919972913805",BTM,Quick Bites,300,150.0
Magix's Parattha Roll,True,False,3.8,184,08049652620,BTM,Quick Bites,400,200.0
KFC,True,False,4.0,351,08033994444,BTM,Quick Bites,400,200.0
Kababs N Biryani,True,False,3.4,23,+919035022503,Banashankari,Quick Bites,200,100.0
Roti Ghar,True,False,3.9,753,"08026629734,+919880141967",Basavanagudi,Casual Dining,500,250.0
Shaadi Ki Biryani,True,False,3.1,31,08043334333,BTM,"Takeaway, Delivery",400,200.0
Savoury Restaurant,True,False,3.9,421,08049994999,BTM,Casual Dining,800,400.0
Onesta,True,True,4.6,2604,"08048653961,08048655715",Banashankari,"Casual Dining, Cafe",600,300.0
Namma Brahmin's Idli,True,False,3.7,38,+918310555879,Jayanagar,Quick Bites,100,50.0
Sri Punjabi Dhaba,True,False,3.3,47,+919632537148,BTM,Dhaba,400,200.0
Keventers,True,False,3.9,211,08049653086,Jayanagar,"Beverage Shop, Dessert Parlor",400,200.0
Krishna Sagar,True,False,3.8,52,+919844610631,BTM,Quick Bites,300,150.0
Tandoori Paradise,True,False,3.6,8,08049653474,BTM,Delivery,600,300.0
Cheesiano Pizza,True,True,4.0,206,"+918043761455,+917678077768",JP Nagar,Quick Bites,700,350.0
Cakewala,True,False,4.1,232,08042066037,JP Nagar,Bakery,500,250.0
Hari Super Sandwich,True,False,4.0,15,+919901475841,BTM,Quick Bites,100,50.0
Puliyogare Point,True,False,4.2,449,"+919986953484,+919880156235",Basavanagudi,Quick Bites,100,50.0
Kedia's Fun Food,True,False,4.3,632,+918867769557,Jayanagar,Quick Bites,200,100.0
Burj Hotel,True,False,3.5,57,"+919986187737,+919606168156",Bannerghatta Road,Quick Bites,350,175.0
Mojo Pizza - 2X Toppings,True,False,4.2,369,02233252828,JP Nagar,"Takeaway, Delivery",600,300.0
Sri Udupi Food Hub,True,True,4.1,176,+919916866033,Jayanagar,Casual Dining,500,250.0
Mad Over Donuts,True,False,4.2,703,"+918033166397,+918067266398",Koramangala 7th Block,Dessert Parlor,450,225.0
Karama Restaurant,True,False,3.7,11,08043334321,BTM,"Takeaway, Delivery",400,200.0
C. K. Mega Hot Food,True,False,3.9,101,08045128753,BTM,Casual Dining,600,300.0
Dadi's Dum Biryani,True,True,4.1,2725,"+917090999991,+917090599999",BTM,Casual Dining,800,400.0
Mahesh Friends Food Center,True,False,2.9,132,+919731081364,BTM,Quick Bites,300,150.0
Pathaan Sir,True,False,3.9,183,08042244044,BTM,Quick Bites,300,150.0
Kanti Sweets,True,False,4.1,113,08041230605,BTM,Sweet Shop,400,200.0
Warm Oven,True,False,3.9,28,"+918880233233,+918197170008",Koramangala 7th Block,Bakery,500,250.0
Chicken County Grand,True,False,3.9,323,"08026533377,08026533378",Bannerghatta Road,Casual Dining,650,325.0
Prasiddhi Food Corner,True,False,3.7,171,"+919448473299,+919900330039",JP Nagar,Quick Bites,200,100.0
Noodle Panda,True,False,4.3,338,+918043029207,Koramangala 5th Block,Casual Dining,800,400.0
Galito's,True,False,4.6,409,+918067922374,Bannerghatta Road,Casual Dining,1000,500.0
Delite Chaat House,True,False,3.9,499,08049652649,Koramangala 6th Block,Quick Bites,300,150.0
Fresh Kitchen,True,False,3.3,23,08049652503,Bannerghatta Road,Casual Dining,600,300.0
Chai Point,True,False,3.2,209,+918880141000,Jayanagar,"Beverage Shop, Quick Bites",250,125.0
Twiststick House,True,False,4.1,164,+919916538249,Basavanagudi,Quick Bites,500,250.0
Yum In My Tum,True,False,4.2,103,+919108084789,BTM,Quick Bites,300,150.0
Wahab,True,False,3.7,98,+919845088001,Jayanagar,Quick Bites,350,175.0
Bathinda Tandoor,True,False,3.7,40,"+917899987436,+917708528198",BTM,Quick Bites,300,150.0
Sree Krishna Kafe,True,False,4.2,971,"08041104345,+918197156368",Koramangala 5th Block,Quick Bites,200,100.0
Amontron,True,False,3.9,439,+919742326196,BTM,Casual Dining,650,325.0
Chokha Chowka,True,False,3.9,358,"+918045128659,+917204304000",BTM,Quick Bites,400,200.0
Patio 805,True,True,4.1,367,+918884999805,Jayanagar,Casual Dining,1200,600.0
Eagles Pizza,True,False,3.7,17,+918296052909,Koramangala 7th Block,Casual Dining,400,200.0
Afghani Tandoori Hub,True,False,3.7,14,+919886079745,BTM,Quick Bites,400,200.0
Barbeque Station,True,False,2.8,152,"+919739594937,08040979004",Koramangala 7th Block,Casual Dining,700,350.0
Dosa Plaza,True,False,3.8,140,08049652583,Koramangala 5th Block,Quick Bites,200,100.0
Bangalore Agarwal Bhavan,True,False,3.9,137,"+919880988500,+919342943356",Jayanagar,Quick Bites,400,200.0
Tarbouche,True,False,4.1,268,08049652642,Koramangala 5th Block,Kiosk,300,150.0
Taaza Mithai,True,False,3.9,48,"08022977704,+919731424222",JP Nagar,Sweet Shop,100,50.0
Vinny's,True,True,4.2,2123,08026716795,Banashankari,Casual Dining,800,400.0
Beer Adda,True,True,4.2,543,"08041106602,+919902888658",Koramangala 5th Block,"Casual Dining, Pub",1000,500.0
Brownie Heaven,True,False,3.9,18,"08042056352,+917348923721",Koramangala 5th Block,Dessert Parlor,300,150.0
Ambur Star Briyani,True,False,3.7,118,"08025535573,+918553067373",BTM,Quick Bites,400,200.0
Stories,True,True,4.2,2211,08049653116,JP Nagar,"Pub, Casual Dining",1200,600.0
Tibetan Mother's Kitchen,True,False,4.0,958,"+918041739260,+918553085570",Koramangala 7th Block,Casual Dining,500,250.0
Kundana,True,False,3.8,111,08049652729,Bannerghatta Road,Casual Dining,800,400.0
Stoned Monkey,True,False,4.1,511,+919844993807,Koramangala 6th Block,Dessert Parlor,500,250.0
Tall Blonde French,True,False,4.3,723,+919880614444,Koramangala 5th Block,Quick Bites,400,200.0
Jaganath Hotel and Restaurant,True,False,3.7,35,08049652549,JP Nagar,Quick Bites,200,100.0
Bombay Talkies,True,False,3.7,21,+918148655880,Jayanagar,Quick Bites,200,100.0
Odissi Restaurant,True,False,2.9,67,+918043744560,BTM,Casual Dining,500,250.0
WTF,True,False,4.1,93,08043758178,Koramangala 5th Block,Cafe,600,300.0
Rustic Stove,True,False,3.8,579,"08026547755,+919686372742",Jayanagar,Casual Dining,900,450.0
Samosa Singh,True,False,3.5,4,08043334333,JP Nagar,Quick Bites,250,125.0
Cafe Zone,True,False,3.9,152,+919036406040,Kumaraswamy Layout,Quick Bites,300,150.0
Poha House,True,False,3.6,7,+918748866888,BTM,Quick Bites,200,100.0
Sri Sai 99 Variety Dosa,True,False,3.6,38,+917899689049,Jayanagar,Quick Bites,300,150.0
Makers of Milkshakes,True,False,4.2,55,+917411568300,Koramangala 5th Block,Beverage Shop,400,200.0
Mealer.in,True,False,4.0,207,"08048542046,+919513771133",JP Nagar,Delivery,450,225.0
Smally's Resto Cafe,True,True,4.2,1700,"+917406772442,+917406772332",Koramangala 5th Block,Cafe,650,325.0
Keto Kitchen,True,False,3.6,17,08045128734,Koramangala 7th Block,Quick Bites,500,250.0
Cold Stone Creamery,True,False,3.9,102,08067922488,Bannerghatta Road,Dessert Parlor,400,200.0
Kannoor Restaurant,True,False,3.1,18,"+918043724372,+919287878787",BTM,Casual Dining,700,350.0
RB Food Point,True,False,3.7,35,08049652100,BTM,Quick Bites,300,150.0
Tenzin Kitchen,True,False,4.2,529,+919731453282,Koramangala 7th Block,Quick Bites,450,225.0
